P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,DRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-1619 b,Subterran,rocky-iron,non-habitable,0,-1.616309,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1620 b,Superterran,rocky-iron,non-habitable,0,-1.454198,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1621 b,Superterran,rocky-iron,non-habitable,0,-2.055493,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1622 b,Terran,rocky-iron,non-habitable,0,-2.689365,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1623 b,Terran,rocky-iron,non-habitable,0,-2.725751,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1626 b,Superterran,rocky-iron,non-habitable,0,-4.141499,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1629 b,Subterran,rocky-iron,non-habitable,0,-2.684015,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1630 b,Superterran,rocky-iron,non-habitable,0,-1.977855,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1631 b,Terran,rocky-iron,non-habitable,0,-2.698677,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1632 b,Superterran,rocky-iron,non-habitable,0,-2.447501,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1633 b,Superterran,rocky-iron,non-habitable,0,-1.386061,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1637 b,Terran,rocky-iron,non-habitable,0,-2.389589,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1638 b,Superterran,rocky-iron,mesoplanet,1,-1.646861,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1643 b,Superterran,rocky-iron,non-habitable,0,-2.704231,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1644 b,Superterran,rocky-iron,non-habitable,0,-1.833816,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1645 b,Superterran,rocky-iron,non-habitable,0,-2.078704,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1646 b,Terran,rocky-iron,non-habitable,0,-1.258079,0.1,0.1,0.1,0.6,0.1,1,0.99
KIC-5522786 b,Terran,rocky-iron,thermoplanet,1,-1.124074,0.6,0.1,0.1,0.1,0.1,1,0.99
KOI-1843 b,Subterran,rocky-iron,non-habitable,0,-3.514146,0.1,0.1,0.1,0.6,0.1,1,0.99
KOI-2700 b,Terran,rocky-water,non-habitable,0,-2.76303,0.1,0.1,0.1,0.6,0.1,1,0.99
KOI-4427 b,Superterran,rocky-iron,hypopsychroplanet,1,-1.58096,0.1,0.1,0.6,0.1,0.1,1,0.99
Lalande 21185 b,Terran,rocky-iron,non-habitable,0,-1.356051,0.1,0.1,0.6,0.1,0.1,1,0.99
LHS 1140 b,Terran,rocky-iron,psychroplanet,1,-1.817348,0.1,0.6,0.1,0.1,0.1,1,0.99
MOA-2007-BLG-192-L b,Terran,rocky-iron,non-habitable,0,-1.154472,0.335877,0.1,0.364123,0.1,0.1,1,0.99
MOA-2010-BLG-328L b,Superterran,rocky-iron,non-habitable,0,-1.652005,0.1,0.1,0.6,0.1,0.1,1,0.99
OGLE-2005-390L b,Superterran,rocky-iron,non-habitable,0,-1.382655,0.1,0.1,0.6,0.1,0.1,1,0.99
OGLE-2013-BLG-0341L b,Terran,rocky-iron,non-habitable,0,-1,0.32673,0.168095,0.305175,0.1,0.1,0.896068,0
OGLE-BLG-1195L b,Terran,rocky-iron,non-habitable,0,-1,0.31878,0.187513,0.293707,0.1,0.1,0.882983,0
Proxima Cen b,Terran,rocky-iron,psychroplanet,1,-1,0.309602,0.151634,0.274904,0.16386,0.1,0.910442,0
PSR 1257 12 b,,rocky-iron,non-habitable,0,-1.988848,0.1,0.1,0.1,0.6,0.1,1,0.99
PSR 1257 12 c,Terran,rocky-iron,non-habitable,0,-1.835497,0.1,0.1,0.1,0.6,0.1,1,0.99
PSR 1257 12 d,Terran,rocky-iron,non-habitable,0,-1.676231,0.1,0.1,0.1,0.6,0.1,1,0.99
PSR 1719-14 b,Neptunian,rocky-water,non-habitable,0,-7.976349,0.1,0.1,0.1,0.6,0.1,1,0.99
tau Cet b,Terran,rocky-iron,non-habitable,0,-1.777189,0.1,0.1,0.1,0.6,0.1,1,0.99
tau Cet c,Terran,rocky-iron,non-habitable,0,-1.460444,0.1,0.1,0.1,0.6,0.1,1,0.99
tau Cet d,Terran,rocky-iron,non-habitable,0,-1.308257,0.1,0.1,0.6,0.1,0.1,1,0.99
tau Cet e,Terran,rocky-iron,mesoplanet,1,-1.36285,0.1,0.1,0.6,0.1,0.1,1,0.99
tau Cet f,Superterran,rocky-iron,non-habitable,0,-1.528012,0.1,0.1,0.6,0.1,0.1,1,0.99
TRAPPIST-1 b,Terran,rocky-water,non-habitable,0,-1.090091,0.1,0.1,0.1,0.6,0.1,1,0.99
TRAPPIST-1 c,Terran,rocky-iron,non-habitable,0,-1.061155,0.1,0.1,0.1,0.6,0.1,1,0.99
TRAPPIST-1 d,Subterran,rocky-iron,mesoplanet,1,-1,0.17343,0.255656,0.146851,0.324063,0.1,0.851176,0
TRAPPIST-1 e,Terran,rocky-iron,psychroplanet,1,-1,0.257914,0.193769,0.200339,0.247978,0.1,0.85688,0
TRAPPIST-1 f,Terran,rocky-water,psychroplanet,1,-1,0.355874,0.1,0.222783,0.221343,0.1,0.83341,0
TRAPPIST-1 g,Terran,rocky-iron,hypopsychroplanet,1,-1,0.318075,0.190014,0.291912,0.1,0.1,0.89831,0
TRAPPIST-1 h,Subterran,rocky-iron,non-habitable,0,-1,0.244736,0.27871,0.203331,0.173223,0.1,0.803668,0
WASP-47 e,Superterran,rocky-iron,non-habitable,0,-4.636029,0.1,0.1,0.1,0.6,0.1,1,0.99
Wolf 1061 b,Terran,rocky-iron,non-habitable,0,-1.309183,0.1,0.1,0.1,0.6,0.1,1,0.99
Wolf 1061 c,Terran,rocky-iron,non-habitable,0,-1.369354,0.1,0.1,0.6,0.1,0.1,1,0.99
Wolf 1061 d,Superterran,rocky-iron,psychroplanet,1,-1.439163,0.1,0.1,0.6,0.1,0.1,1,0.99
Earth,,,,1,-1,0.225,0.225,0.225,0.225,0.1,0.784164,0
