P. Name,P. Mass Class,P. Composition Class,P. Habitable Class,P. Habitable,DRS_nu,a1,a2,a3,a4,a5,rho,nu
Kepler-758 b,Superterran,rocky-iron,non-habitable,0,-2.883,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-758 c,Superterran,rocky-iron,non-habitable,0,-3.332973,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-758 d,Superterran,rocky-iron,non-habitable,0,-2.409256,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-758 e,Terran,rocky-iron,non-habitable,0,-2.823491,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-759 b,Superterran,rocky-iron,non-habitable,0,-2.229755,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-760 c,Terran,rocky-iron,non-habitable,0,-2.882143,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-761 b,Superterran,rocky-iron,non-habitable,0,-2.325058,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-763 b,Terran,rocky-iron,non-habitable,0,-3.310233,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-764 b,Superterran,rocky-iron,non-habitable,0,-2.30653,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-765 b,Superterran,rocky-iron,non-habitable,0,-2.492218,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-768 b,Superterran,rocky-iron,non-habitable,0,-1.927391,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-769 c,Superterran,rocky-iron,non-habitable,0,-2.331438,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-770 b,Superterran,rocky-iron,non-habitable,0,-2.293242,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-770 c,Terran,rocky-iron,non-habitable,0,-3.487467,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-770 d,Terran,rocky-iron,non-habitable,0,-2.649053,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-771 b,Superterran,rocky-iron,non-habitable,0,-2.483083,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-772 b,Superterran,rocky-iron,non-habitable,0,-2.254495,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-773 b,Terran,rocky-iron,non-habitable,0,-2.906302,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-775 b,Terran,rocky-iron,non-habitable,0,-3.715008,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-776 b,Terran,rocky-iron,non-habitable,0,-2.193649,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-777 b,Terran,rocky-iron,non-habitable,0,-1.685587,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-778 b,Superterran,rocky-iron,non-habitable,0,-2.478791,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-779 b,Terran,rocky-iron,non-habitable,0,-1.305562,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-780 b,Terran,rocky-iron,non-habitable,0,-4.595614,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-783 b,Subterran,rocky-iron,non-habitable,0,-2.399525,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-784 b,Superterran,rocky-iron,non-habitable,0,-1.854724,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-786 b,Superterran,rocky-iron,non-habitable,0,-2.401092,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-787 b,Terran,rocky-iron,non-habitable,0,-2.814266,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-789 b,Superterran,rocky-iron,non-habitable,0,-2.563344,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-790 b,Superterran,rocky-iron,non-habitable,0,-2.125207,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-792 b,Superterran,rocky-iron,non-habitable,0,-2.43583,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-793 b,Terran,rocky-iron,non-habitable,0,-2.724363,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-794 b,Superterran,rocky-iron,non-habitable,0,-2.62336,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-795 b,Superterran,rocky-iron,non-habitable,0,-1.7164,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-796 b,Terran,rocky-iron,non-habitable,0,-2.45398,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-797 b,Superterran,rocky-iron,non-habitable,0,-2.109513,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-798 b,Superterran,rocky-iron,non-habitable,0,-2.660817,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-801 b,Superterran,rocky-iron,non-habitable,0,-1.869686,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-804 b,Superterran,rocky-iron,non-habitable,0,-2.217875,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-804 c,Terran,rocky-iron,non-habitable,0,-2.204453,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-806 b,Terran,rocky-iron,non-habitable,0,-2.40161,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-808 b,Terran,rocky-iron,non-habitable,0,-3.571692,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-810 b,Superterran,rocky-iron,non-habitable,0,-2.918177,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-813 b,Superterran,rocky-iron,non-habitable,0,-2.093082,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-814 b,Superterran,rocky-iron,non-habitable,0,-3.042813,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-821 b,Terran,rocky-iron,non-habitable,0,-2.925767,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-822 b,Superterran,rocky-iron,non-habitable,0,-3.245223,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-823 b,Superterran,rocky-iron,non-habitable,0,-2.744575,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-824 b,Superterran,rocky-iron,non-habitable,0,-3.1559,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-825 b,Terran,rocky-iron,non-habitable,0,-3.066674,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-825 c,Superterran,rocky-iron,non-habitable,0,-2.582507,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-826 b,Terran,rocky-iron,non-habitable,0,-2.958613,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-828 b,Terran,rocky-iron,non-habitable,0,-4.065372,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-829 b,Superterran,rocky-iron,non-habitable,0,-2.607837,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-830 b,Superterran,rocky-iron,non-habitable,0,-2.36898,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-831 b,Terran,rocky-iron,non-habitable,0,-2.486803,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-832 b,Superterran,rocky-iron,non-habitable,0,-2.484105,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-833 b,Superterran,rocky-iron,non-habitable,0,-1.867507,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-834 b,Superterran,rocky-iron,non-habitable,0,-1.896676,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-842 b,Superterran,rocky-iron,non-habitable,0,-3.13592,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-844 b,Superterran,rocky-iron,non-habitable,0,-2.148505,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-845 b,Superterran,rocky-iron,non-habitable,0,-3.596573,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-846 b,Superterran,rocky-iron,non-habitable,0,-2.559517,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-847 b,Terran,rocky-iron,non-habitable,0,-2.582711,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-848 b,Superterran,rocky-iron,non-habitable,0,-2.669762,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-850 b,Superterran,rocky-iron,non-habitable,0,-2.635492,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-851 b,Superterran,rocky-iron,non-habitable,0,-2.17511,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-853 b,Superterran,rocky-iron,non-habitable,0,-3.088779,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-861 b,Superterran,rocky-iron,non-habitable,0,-2.641905,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-862 b,Superterran,rocky-iron,non-habitable,0,-2.932581,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-864 b,Superterran,rocky-iron,non-habitable,0,-2.875817,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-865 b,Superterran,rocky-iron,non-habitable,0,-2.606734,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-866 b,Superterran,rocky-iron,non-habitable,0,-2.503355,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-868 b,Superterran,rocky-iron,non-habitable,0,-2.695246,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-872 b,Superterran,rocky-iron,non-habitable,0,-3.515367,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-876 b,Terran,rocky-iron,non-habitable,0,-2.200401,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-877 b,Superterran,rocky-iron,non-habitable,0,-2.039828,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-878 b,Superterran,rocky-iron,non-habitable,0,-1.78144,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-881 b,Superterran,rocky-iron,non-habitable,0,-3.003082,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-882 b,Terran,rocky-iron,non-habitable,0,-2.539481,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-883 b,Superterran,rocky-iron,non-habitable,0,-2.32199,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-884 b,Terran,rocky-iron,non-habitable,0,-2.426468,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-885 b,Superterran,rocky-iron,non-habitable,0,-2.671069,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-886 b,Terran,rocky-iron,non-habitable,0,-2.771849,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-887 b,Superterran,rocky-iron,non-habitable,0,-2.217179,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-887 c,Terran,rocky-iron,non-habitable,0,-2.63729,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-888 b,Superterran,rocky-iron,non-habitable,0,-1.580693,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-889 b,Terran,rocky-iron,non-habitable,0,-3.09404,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-895 b,Terran,rocky-iron,non-habitable,0,-2.166965,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-897 b,Superterran,rocky-iron,non-habitable,0,-2.717584,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-898 b,Terran,rocky-iron,non-habitable,0,-1.775179,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-900 b,Superterran,rocky-iron,non-habitable,0,-2.14126,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-901 b,Terran,rocky-iron,non-habitable,0,-1.925547,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-903 b,Superterran,rocky-iron,non-habitable,0,-2.323177,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-904 b,Superterran,rocky-iron,non-habitable,0,-3.577271,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-905 b,Terran,rocky-iron,non-habitable,0,-2.391879,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-906 b,Superterran,rocky-iron,non-habitable,0,-2.015248,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-907 b,Terran,rocky-iron,non-habitable,0,-2.234774,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-908 b,Terran,rocky-iron,non-habitable,0,-4.050161,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-909 b,Terran,rocky-iron,non-habitable,0,-2.274091,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-910 b,Subterran,rocky-iron,non-habitable,0,-3.865877,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-913 b,Superterran,rocky-iron,non-habitable,0,-1.962383,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-914 b,Terran,rocky-iron,non-habitable,0,-2.905853,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-915 b,Terran,rocky-iron,non-habitable,0,-3.224923,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-916 b,Superterran,rocky-iron,non-habitable,0,-1.59893,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-917 b,Superterran,rocky-iron,non-habitable,0,-2.82545,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-918 b,Superterran,rocky-iron,non-habitable,0,-2.981175,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-919 b,Superterran,rocky-iron,non-habitable,0,-2.655344,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-920 b,Superterran,rocky-iron,non-habitable,0,-2.576746,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-922 b,Terran,rocky-iron,non-habitable,0,-4.105227,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-923 b,Terran,rocky-iron,non-habitable,0,-2.700923,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-925 b,Superterran,rocky-iron,non-habitable,0,-2.278973,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-926 b,Superterran,rocky-iron,non-habitable,0,-2.261811,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-927 b,Superterran,rocky-iron,non-habitable,0,-2.332829,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-928 b,Superterran,rocky-iron,non-habitable,0,-2.221557,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-929 b,Terran,rocky-iron,non-habitable,0,-4.307814,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-930 b,Superterran,rocky-iron,non-habitable,0,-2.042804,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-931 b,Terran,rocky-iron,non-habitable,0,-2.010517,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-932 b,Terran,rocky-iron,non-habitable,0,-3.055743,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-933 b,Superterran,rocky-iron,non-habitable,0,-2.534046,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-934 b,Superterran,rocky-iron,non-habitable,0,-1.921531,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-935 b,Terran,rocky-iron,non-habitable,0,-2.091888,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-936 b,Terran,rocky-iron,non-habitable,0,-2.026122,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-938 b,Superterran,rocky-iron,non-habitable,0,-2.123821,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-939 b,Superterran,rocky-iron,non-habitable,0,-1.927145,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-942 b,Superterran,rocky-iron,non-habitable,0,-1.987475,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-946 b,Superterran,rocky-iron,non-habitable,0,-2.199215,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-947 b,Superterran,rocky-iron,non-habitable,0,-2.233301,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-948 b,Superterran,rocky-iron,non-habitable,0,-2.413957,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-953 c,Terran,rocky-iron,non-habitable,0,-2.092256,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-954 b,Superterran,rocky-iron,non-habitable,0,-2.296692,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-958 b,Superterran,rocky-iron,non-habitable,0,-2.222171,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-960 b,Superterran,rocky-iron,non-habitable,0,-2.625198,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-962 b,Superterran,rocky-iron,non-habitable,0,-2.096105,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-964 b,Superterran,rocky-iron,non-habitable,0,-2.069108,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-967 b,Superterran,rocky-iron,non-habitable,0,-2.372804,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-968 b,Superterran,rocky-iron,non-habitable,0,-2.33745,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-968 c,Superterran,rocky-iron,non-habitable,0,-2.012196,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-969 b,Superterran,rocky-iron,non-habitable,0,-1.939377,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-969 c,Terran,rocky-iron,non-habitable,0,-2.955512,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-971 b,Superterran,rocky-iron,non-habitable,0,-2.260018,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-973 b,Superterran,rocky-iron,non-habitable,0,-1.787626,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-974 b,Superterran,rocky-iron,non-habitable,0,-1.683823,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-975 b,Terran,rocky-iron,non-habitable,0,-2.75907,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-981 b,Superterran,rocky-iron,non-habitable,0,-2.976687,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-982 b,Superterran,rocky-iron,non-habitable,0,-2.502333,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-983 b,Superterran,rocky-iron,non-habitable,0,-2.344928,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-984 b,Superterran,rocky-iron,non-habitable,0,-2.009008,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-986 b,Superterran,rocky-iron,non-habitable,0,-2.333408,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-988 b,Superterran,rocky-iron,non-habitable,0,-1.913458,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-989 b,Superterran,rocky-iron,non-habitable,0,-2.232483,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-990 c,Terran,rocky-iron,non-habitable,0,-5.353015,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-994 b,Superterran,rocky-iron,non-habitable,0,-2.490931,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-996 b,Superterran,rocky-iron,non-habitable,0,-3.274693,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-997 b,Terran,rocky-iron,non-habitable,0,-3.894156,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-998 b,Superterran,rocky-iron,non-habitable,0,-3.117448,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-999 b,Superterran,rocky-iron,non-habitable,0,-3.51382,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1002 b,Superterran,rocky-iron,non-habitable,0,-3.50771,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1003 b,Superterran,rocky-iron,non-habitable,0,-3.328653,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1005 b,Terran,rocky-iron,non-habitable,0,-2.558891,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1006 b,Terran,rocky-iron,non-habitable,0,-1.650172,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1007 b,Terran,rocky-iron,non-habitable,0,-1.989339,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1008 b,Terran,rocky-iron,non-habitable,0,-1.72842,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1009 b,Superterran,rocky-iron,non-habitable,0,-2.06874,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1010 b,Superterran,rocky-iron,non-habitable,0,-2.269318,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1012 b,Terran,rocky-iron,non-habitable,0,-2.394373,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1013 b,Superterran,rocky-iron,non-habitable,0,-2.062754,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1014 b,Superterran,rocky-iron,non-habitable,0,-2.422891,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1016 b,Superterran,rocky-iron,non-habitable,0,-3.726365,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1017 b,Superterran,rocky-iron,non-habitable,0,-2.380184,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1019 b,Terran,rocky-iron,non-habitable,0,-2.703332,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1020 b,Superterran,rocky-iron,non-habitable,0,-2.157831,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1021 b,Superterran,rocky-iron,non-habitable,0,-2.353618,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1022 b,Superterran,rocky-iron,non-habitable,0,-2.363398,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1025 b,Superterran,rocky-iron,non-habitable,0,-1.883923,0.1,0.1,0.332831,0.367169,0.1,1,0.99
Kepler-1026 b,Superterran,rocky-iron,non-habitable,0,-2.096699,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1027 b,Terran,rocky-iron,non-habitable,0,-2.93303,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1028 b,Terran,rocky-iron,non-habitable,0,-2.938212,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1029 b,Terran,rocky-iron,non-habitable,0,-2.224831,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1030 b,Superterran,rocky-iron,non-habitable,0,-2.52652,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1031 b,Terran,rocky-iron,non-habitable,0,-4.103519,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1032 b,Superterran,rocky-iron,non-habitable,0,-2.389753,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1034 b,Superterran,rocky-iron,non-habitable,0,-2.256479,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1035 b,Terran,rocky-iron,non-habitable,0,-3.039265,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1037 b,Terran,rocky-iron,non-habitable,0,-3.380526,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1039 b,Terran,rocky-iron,non-habitable,0,-3.36109,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1040 b,Superterran,rocky-iron,non-habitable,0,-1.896225,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1042 b,Superterran,rocky-iron,non-habitable,0,-2.136675,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1046 b,Superterran,rocky-iron,non-habitable,0,-2.154645,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1047 b,Superterran,rocky-iron,non-habitable,0,-1.963086,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1047 c,Terran,rocky-iron,non-habitable,0,-3.005489,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1048 b,Superterran,rocky-iron,non-habitable,0,-1.916245,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1049 b,Terran,rocky-iron,non-habitable,0,-1.665397,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1050 b,Superterran,rocky-iron,non-habitable,0,-2.164755,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1050 c,Terran,rocky-iron,non-habitable,0,-1.964267,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1053 b,Terran,rocky-iron,non-habitable,0,-2.258299,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1055 b,Terran,rocky-iron,non-habitable,0,-3.146441,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1059 b,Superterran,rocky-iron,non-habitable,0,-2.37953,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1060 b,Superterran,rocky-iron,non-habitable,0,-2.361838,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1061 b,Superterran,rocky-iron,non-habitable,0,-3.495939,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1062 b,Superterran,rocky-iron,non-habitable,0,-1.817334,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1063 b,Terran,rocky-iron,non-habitable,0,-2.169707,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1064 b,Terran,rocky-iron,non-habitable,0,-1.70602,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1065 c,Superterran,rocky-iron,non-habitable,0,-3.18546,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1066 b,Superterran,rocky-iron,non-habitable,0,-3.760353,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1067 b,Subterran,rocky-iron,non-habitable,0,-4.145484,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1069 b,Superterran,rocky-iron,non-habitable,0,-1.801589,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1070 b,Superterran,rocky-iron,non-habitable,0,-3.011119,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1071 b,Superterran,rocky-iron,non-habitable,0,-2.496407,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1072 b,Superterran,rocky-iron,non-habitable,0,-4.351628,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1073 b,Superterran,rocky-iron,non-habitable,0,-2.589248,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1073 c,Superterran,rocky-iron,non-habitable,0,-2.889326,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1074 b,Terran,rocky-iron,non-habitable,0,-1.601899,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1075 b,Terran,rocky-iron,non-habitable,0,-2.274009,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1076 b,Subterran,rocky-iron,non-habitable,0,-1.845049,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1078 b,Superterran,rocky-iron,non-habitable,0,-3.05558,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1079 b,Superterran,rocky-iron,non-habitable,0,-2.344934,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1081 b,Terran,rocky-iron,non-habitable,0,-2.424383,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1082 b,Terran,rocky-iron,non-habitable,0,-3.90209,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1084 b,Terran,rocky-iron,non-habitable,0,-3.831777,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1086 b,Superterran,rocky-iron,non-habitable,0,-2.443549,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1087 b,Subterran,rocky-iron,non-habitable,0,-4.22875,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1088 b,Terran,rocky-iron,non-habitable,0,-1.865546,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1089 b,Superterran,rocky-iron,non-habitable,0,-1.697117,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1090 b,Superterran,rocky-iron,mesoplanet,1,-2.103413,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1091 b,Terran,rocky-iron,non-habitable,0,-3.874544,0.1,0.1,0.1,0.6,0.1,1,0.99
Kepler-1092 b,Superterran,rocky-iron,non-habitable,0,-1.943304,0.1,0.1,0.6,0.1,0.1,1,0.99
Kepler-1093 b,Superterran,rocky-iron,non-habitable,0,-2.100691,0.1,0.1,0.1,0.6,0.1,1,0.99
